   -99.000     -1.000   0.202963E+04    0.560000E+03    0.295976E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.225259E+04    0.510000E+03    0.292606E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.261199E+04    0.685000E+03    0.273563E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.356179E+04    0.583000E+03    0.243502E+02   -0.990000E+02   -0.990000E+02
    23.970      0.090   0.471887E+04    0.126300E+04    0.239673E+02   -0.990000E+02   -0.990000E+02
    24.010      0.100   0.618519E+04    0.115000E+04    0.239491E+02   -0.990000E+02   -0.990000E+02
    23.840      0.230   0.749970E+04    0.123900E+04    0.239742E+02   -0.990000E+02   -0.990000E+02
    24.220      0.470   0.896149E+04    0.994000E+03    0.239312E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.367932E+04    0.314000E+03    0.242974E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.431049E+04    0.886500E+03    0.240549E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.554659E+04    0.111550E+04    0.239493E+02   -0.990000E+02   -0.990000E+02
    23.880      0.070   0.660902E+04    0.149650E+04    0.239537E+02   -0.990000E+02   -0.990000E+02
    24.170      0.150   0.789396E+04    0.140550E+04    0.239759E+02   -0.990000E+02   -0.990000E+02
    23.720      0.210   0.912474E+04    0.123000E+04    0.239220E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.102106E+05    0.101200E+04    0.238622E+02   -0.990000E+02   -0.990000E+02
    23.110      0.180   0.125350E+05    0.288600E+04    0.232633E+02   -0.990000E+02   -0.990000E+02
    22.920      0.290   0.165545E+05    0.296400E+04    0.229953E+02   -0.990000E+02   -0.990000E+02
    23.060      0.320   0.216397E+05    0.274800E+04    0.230509E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.595683E+04    0.232500E+04    0.239487E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.116237E+05    0.499627E+04    0.235184E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.125162E+05    0.300512E+04    0.232794E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.139698E+05    0.394136E+04    0.230140E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.153924E+05    0.287254E+04    0.229665E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.356343E+05    0.744400E+04    0.231970E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.451102E+05    0.101190E+05    0.233692E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.575934E+05    0.140820E+05    0.234947E+02   -0.990000E+02   -0.990000E+02
   -99.000     -1.000   0.795951E+05    0.287970E+05    0.239489E+02   -0.990000E+02   -0.990000E+02
