#  wl flux error bpmap
5.034131e+03 4.332230e-19 5.192845e-19   0.000000
5.034731e+03 1.350175e-18 5.230514e-19   0.000000
5.035331e+03 2.691324e-19 5.173113e-19   0.000000
5.035931e+03 1.709168e-18 5.211845e-19   0.000000
5.036531e+03 1.624691e-18 5.775194e-19   0.000000
5.037131e+03 5.684000e-19 6.124808e-19   0.000000
5.037731e+03 4.493623e-19 5.673424e-19   0.000000
5.038331e+03 7.257397e-19 5.350626e-19   0.000000
5.038932e+03 5.668240e-19 5.346900e-19   0.000000
5.039532e+03 1.041544e-18 5.235090e-19   0.000000
5.040132e+03 1.289660e-18 5.181008e-19   0.000000
5.040732e+03 1.742582e-18 5.160111e-19   0.000000
5.041332e+03 8.566145e-19 5.070731e-19   0.000000
5.041932e+03 1.010818e-18 4.985410e-19   0.000000
5.042532e+03 7.894264e-19 4.968885e-19   0.000000
5.043133e+03 6.844467e-19 5.073460e-19   0.000000
5.043733e+03 4.637216e-20 5.229323e-19   0.000000
5.044333e+03 1.053864e-18 5.418225e-19   0.000000
5.044933e+03 1.271399e-18 5.321900e-19   0.000000
5.045533e+03 1.909395e-18 5.343068e-19   0.000000
5.046133e+03 1.814277e-18 5.339206e-19   0.000000
5.046733e+03 9.836694e-19 5.330269e-19   0.000000
5.047333e+03 1.881619e-18 5.358413e-19   0.000000
5.047934e+03 1.281519e-18 5.408386e-19   0.000000
5.048534e+03 1.301159e-18 5.457735e-19   0.000000
5.049134e+03 1.044265e-18 5.292915e-19   0.000000
5.049734e+03 2.002723e-18 5.277556e-19   0.000000
5.050334e+03 5.293195e-19 5.236549e-19   0.000000
5.050934e+03 1.129349e-18 5.344470e-19   0.000000
5.051534e+03 8.137633e-19 5.394935e-19   0.000000
5.052134e+03 1.270913e-18 5.377129e-19   0.000000
5.052735e+03 1.034705e-18 5.323401e-19   0.000000
5.053335e+03 1.903060e-18 5.364158e-19   0.000000
5.053935e+03 1.619944e-18 5.450582e-19   0.000000
5.054535e+03 1.103054e-18 5.411532e-19   0.000000
5.055135e+03 9.952554e-19 5.414234e-19   0.000000
5.055735e+03 1.287448e-18 5.445414e-19   0.000000
5.056335e+03 1.234994e-18 5.530644e-19   0.000000
5.056935e+03 3.545235e-19 5.469433e-19   0.000000
5.057536e+03 1.257501e-18 5.491836e-19   0.000000
5.058136e+03 5.712594e-19 5.538137e-19   0.000000
5.058736e+03 1.403742e-18 5.501843e-19   0.000000
5.059336e+03 -5.631396e-20 6.210993e-19   0.000000
5.059936e+03 1.381698e-19 6.966076e-19   0.000000
5.060536e+03 2.540688e-18 5.540336e-19   0.000000
5.061136e+03 3.387355e-19 5.195817e-19   0.000000
5.061736e+03 6.170820e-19 5.235627e-19   0.000000
5.062337e+03 8.127423e-19 5.319105e-19   0.000000
5.062937e+03 2.940588e-19 5.259147e-19   0.000000
5.063537e+03 1.661675e-18 5.329289e-19   0.000000
5.064137e+03 -2.988203e-19 5.265758e-19   0.000000
5.064737e+03 9.497371e-19 5.317306e-19   0.000000
5.065337e+03 7.401808e-19 5.316035e-19   0.000000
5.065937e+03 6.583988e-19 5.158770e-19   0.000000
5.066537e+03 1.479450e-18 5.189406e-19   0.000000
5.067138e+03 -1.527864e-20 5.242121e-19   0.000000
5.067738e+03 1.749714e-18 5.323996e-19   0.000000
5.068338e+03 3.925342e-20 5.255440e-19   0.000000
5.068938e+03 3.365470e-19 5.358065e-19   0.000000
5.069538e+03 1.392828e-18 5.377929e-19   0.000000
5.070138e+03 9.404136e-19 5.247067e-19   0.000000
5.070738e+03 1.247891e-18 5.385363e-19   0.000000
5.071338e+03 1.808829e-18 5.472953e-19   0.000000
5.071939e+03 8.103282e-19 5.412605e-19   0.000000
5.072539e+03 6.456214e-19 5.316414e-19   0.000000
5.073139e+03 3.175074e-18 5.343406e-19   0.000000
5.073739e+03 1.741771e-19 5.187131e-19   0.000000
5.074339e+03 1.813982e-18 5.382701e-19   0.000000
5.074939e+03 8.948157e-19 5.334398e-19   0.000000
5.075539e+03 1.403405e-18 5.335573e-19   0.000000
5.076139e+03 9.430077e-19 5.285986e-19   0.000000
5.076740e+03 1.316230e-18 5.346680e-19   0.000000
5.077340e+03 5.899261e-19 5.353455e-19   0.000000
5.077940e+03 -4.065449e-19 5.263435e-19   0.000000
5.078540e+03 1.694167e-18 5.437931e-19   0.000000
5.079140e+03 8.933375e-19 5.401960e-19   0.000000
5.079740e+03 8.413370e-19 5.420140e-19   0.000000
5.080340e+03 9.991702e-20 5.264001e-19   0.000000
5.080941e+03 8.109717e-19 5.257963e-19   0.000000
5.081541e+03 3.635075e-19 5.228171e-19   0.000000
5.082141e+03 5.119548e-19 5.276848e-19   0.000000
5.082741e+03 1.076184e-18 5.426158e-19   0.000000
5.083341e+03 4.801847e-19 5.352762e-19   0.000000
5.083941e+03 -2.719282e-19 5.326348e-19   0.000000
5.084541e+03 6.527026e-19 5.371121e-19   0.000000
5.085141e+03 1.330011e-18 5.401936e-19   0.000000
5.085742e+03 1.911005e-18 5.476469e-19   0.000000
5.086342e+03 6.890943e-20 5.426701e-19   0.000000
5.086942e+03 1.397775e-18 5.549366e-19   0.000000
5.087542e+03 9.237993e-19 5.495997e-19   0.000000
5.088142e+03 8.460169e-19 5.527687e-19   0.000000
5.088742e+03 1.542597e-18 5.534267e-19   0.000000
5.089342e+03 1.263750e-18 5.479145e-19   0.000000
5.089942e+03 1.832971e-18 5.464075e-19   0.000000
5.090543e+03 8.216558e-19 5.498258e-19   0.000000
5.091143e+03 1.749006e-18 5.574693e-19   0.000000
5.091743e+03 1.481498e-18 5.527569e-19   0.000000
5.092343e+03 1.154002e-18 5.563441e-19   0.000000
5.092943e+03 1.272339e-18 5.509032e-19   0.000000
5.093543e+03 1.188043e-18 5.492663e-19   0.000000
5.094143e+03 4.291051e-19 5.497530e-19   0.000000
5.094743e+03 2.636363e-19 5.485952e-19   0.000000
5.095344e+03 5.888946e-19 5.481092e-19   0.000000
5.095944e+03 -1.145447e-19 5.438613e-19   0.000000
5.096544e+03 2.229301e-18 5.566971e-19   0.000000
5.097144e+03 1.125919e-18 5.534503e-19   0.000000
5.097744e+03 4.546367e-19 5.491585e-19   0.000000
5.098344e+03 -1.083902e-19 5.387049e-19   0.000000
5.098944e+03 1.416282e-18 5.484564e-19   0.000000
5.099544e+03 1.496568e-18 5.396752e-19   0.000000
5.100145e+03 1.214129e-18 5.375127e-19   0.000000
5.100745e+03 2.837889e-18 5.519682e-19   0.000000
5.101345e+03 1.531430e-18 5.548897e-19   0.000000
5.101945e+03 2.178412e-18 5.575475e-19   0.000000
5.102545e+03 5.442022e-19 5.587692e-19   0.000000
5.103145e+03 1.235466e-18 5.564153e-19   0.000000
5.103745e+03 1.300966e-18 5.517747e-19   0.000000
5.104345e+03 5.087231e-19 5.510668e-19   0.000000
5.104946e+03 1.284996e-18 5.578585e-19   0.000000
5.105546e+03 -5.362561e-19 5.518562e-19   0.000000
5.106146e+03 1.969664e-18 5.636066e-19   0.000000
5.106746e+03 5.406555e-19 5.524236e-19   0.000000
5.107346e+03 2.493403e-19 5.546483e-19   0.000000
5.107946e+03 9.414334e-19 5.529403e-19   0.000000
5.108546e+03 1.942183e-18 5.494978e-19   0.000000
5.109146e+03 5.824926e-19 5.464972e-19   0.000000
5.109747e+03 6.496756e-19 5.528239e-19   0.000000
5.110347e+03 1.501362e-18 5.561534e-19   0.000000
5.110947e+03 1.399941e-18 5.524578e-19   0.000000
5.111547e+03 1.253735e-18 5.504490e-19   0.000000
5.112147e+03 2.233819e-18 5.589188e-19   0.000000
5.112747e+03 1.246722e-18 5.645967e-19   0.000000
5.113347e+03 8.190364e-19 5.663127e-19   0.000000
5.113947e+03 -5.436125e-19 5.584978e-19   0.000000
5.114548e+03        nan        nan   0.000000
5.115148e+03 8.884464e-19 5.566555e-19   0.000000
5.115748e+03 2.050325e-19 5.553315e-19   0.000000
5.116348e+03 -6.163679e-20 5.522762e-19   0.000000
5.116948e+03 1.446422e-18 5.586114e-19   0.000000
5.117548e+03 4.663122e-19 5.609185e-19   0.000000
5.118148e+03 8.531095e-19 5.650373e-19   0.000000
5.118749e+03 1.740190e-18 5.675597e-19   0.000000
5.119349e+03 1.596287e-18 5.637794e-19   0.000000
5.119949e+03 -6.821373e-20 5.625612e-19   0.000000
5.120549e+03 5.577345e-19 5.705490e-19   0.000000
5.121149e+03 -2.473588e-19 5.606049e-19   0.000000
5.121749e+03 1.207388e-19 5.616317e-19   0.000000
5.122349e+03 2.327516e-18 5.655928e-19   0.000000
5.122949e+03 6.234404e-20 5.553526e-19   0.000000
5.123550e+03 1.266954e-18 5.625128e-19   0.000000
5.124150e+03 7.393682e-19 5.526897e-19   0.000000
5.124750e+03 1.239315e-18 5.540141e-19   0.000000
5.125350e+03 1.143095e-18 5.580354e-19   0.000000
5.125950e+03 1.984659e-18 5.557898e-19   0.000000
5.126550e+03 9.019741e-19 5.540949e-19   0.000000
5.127150e+03 5.388164e-19 5.526057e-19   0.000000
5.127750e+03 1.982563e-18 5.611697e-19   0.000000
5.128351e+03 1.356024e-18 5.593335e-19   0.000000
5.128951e+03 1.276600e-18 5.621513e-19   0.000000
5.129551e+03 1.318247e-19 5.721229e-19   0.000000
5.130151e+03 8.965114e-19 5.664972e-19   0.000000
5.130751e+03 6.805735e-19 5.602984e-19   0.000000
5.131351e+03 1.508071e-19 5.669723e-19   0.000000
5.131951e+03 2.853752e-19 5.749916e-19   0.000000
5.132551e+03 5.983342e-20 5.752193e-19   0.000000
5.133152e+03 9.869333e-19 5.825391e-19   0.000000
5.133752e+03 6.705091e-19 5.835653e-19   0.000000
5.134352e+03 -1.435623e-19 5.809230e-19   0.000000
5.134952e+03 2.221397e-18 5.910047e-19   0.000000
5.135552e+03 2.306987e-19 5.847910e-19   0.000000
5.136152e+03 9.957303e-19 5.947599e-19   0.000000
5.136752e+03 4.635532e-19 5.984563e-19   0.000000
5.137352e+03 1.127368e-18 5.937251e-19   0.000000
5.137953e+03 1.397715e-18 5.880372e-19   0.000000
5.138553e+03 3.212110e-19 5.784889e-19   0.000000
5.139153e+03 -2.264428e-19 6.631799e-19   0.000000
5.139753e+03 2.849178e-19 7.714410e-19   0.000000
5.140353e+03 -9.982630e-20 7.329595e-19   0.000000
5.140953e+03 7.973184e-19 7.260915e-19   0.000000
5.141553e+03 8.331660e-19 7.573005e-19   0.000000
5.142153e+03 1.846209e-19 7.653823e-19   0.000000
5.142754e+03 2.056374e-18 7.635644e-19   0.000000
5.143354e+03 1.920668e-18 7.540332e-19   0.000000
5.143954e+03 6.266110e-19 7.432396e-19   0.000000
5.144554e+03 5.397999e-19 7.351464e-19   0.000000
5.145154e+03 7.581792e-19 7.461682e-19   0.000000
5.145754e+03 1.770553e-18 7.417529e-19   0.000000
5.146354e+03 5.581372e-19 7.286809e-19   0.000000
5.146954e+03 1.607651e-18 7.427922e-19   0.000000
5.147555e+03 8.825240e-19 7.384602e-19   0.000000
5.148155e+03 -6.499256e-20 7.280394e-19   0.000000
5.148755e+03 2.835402e-18 7.381639e-19   0.000000
5.149355e+03 7.849594e-19 7.073186e-19   0.000000
5.149955e+03 1.127823e-18 7.030420e-19   0.000000
5.150555e+03 1.917027e-19 6.963185e-19   0.000000
5.151155e+03 1.844131e-18 7.132259e-19   0.000000
5.151756e+03 2.924830e-19 7.042875e-19   0.000000
5.152356e+03 5.767904e-19 7.177673e-19   0.000000
5.152956e+03 5.239089e-19 7.045061e-19   0.000000
5.153556e+03 1.548584e-18 6.959442e-19   0.000000
5.154156e+03 4.229183e-19 6.918662e-19   0.000000
5.154756e+03 1.955612e-19 6.837904e-19   0.000000
5.155356e+03 1.779695e-18 6.812716e-19   0.000000
5.155956e+03 1.153815e-18 6.829810e-19   0.000000
5.156557e+03 1.573418e-18 6.871266e-19   0.000000
5.157157e+03 1.690760e-18 6.926912e-19   0.000000
5.157757e+03 1.982674e-18 6.910912e-19   0.000000
5.158357e+03 3.233849e-18 6.887103e-19   0.000000
5.158957e+03 1.207433e-19 6.801912e-19   0.000000
5.159557e+03 5.054549e-19 6.814647e-19   0.000000
5.160157e+03 -6.045748e-20 6.668651e-19   0.000000
5.160757e+03 4.094962e-19 6.567124e-19   0.000000
5.161358e+03 1.870219e-18 6.745849e-19   0.000000
5.161958e+03 1.585750e-18 6.760640e-19   0.000000
5.162558e+03 3.444621e-19 6.699169e-19   0.000000
5.163158e+03 -3.487041e-19 6.563743e-19   0.000000
5.163758e+03 3.718573e-19 6.469104e-19   0.000000
5.164358e+03 4.713152e-19 6.456728e-19   0.000000
5.164958e+03 2.422754e-18 6.608823e-19   0.000000
5.165558e+03 1.051158e-18 6.411297e-19   0.000000
5.166159e+03 -1.706823e-19 6.318060e-19   0.000000
5.166759e+03 9.265912e-19 6.371608e-19   0.000000
5.167359e+03 2.181375e-18 6.408998e-19   0.000000
5.167959e+03 3.846150e-19 5.949996e-19   0.000000
5.168559e+03 7.199868e-19 5.838110e-19   0.000000
5.169159e+03 1.805687e-18 6.052727e-19   0.000000
5.169759e+03 1.626994e-18 6.182036e-19   0.000000
5.170359e+03 1.423100e-18 6.224407e-19   0.000000
5.170960e+03 8.092474e-19 6.291008e-19   0.000000
5.171560e+03 6.413667e-19 6.177569e-19   0.000000
5.172160e+03 1.201987e-18 6.046606e-19   0.000000
5.172760e+03 1.014887e-19 5.834424e-19   0.000000
5.173360e+03 1.958822e-18 5.739681e-19   0.000000
5.173960e+03 3.956639e-19 5.688412e-19   0.000000
5.174560e+03 6.147458e-19 5.837989e-19   0.000000
5.175160e+03 2.870502e-19 6.008691e-19   0.000000
5.175761e+03 3.163094e-19 6.067536e-19   0.000000
5.176361e+03 6.637124e-19 6.062023e-19   0.000000
5.176961e+03 1.629803e-18 6.106111e-19   0.000000
5.177561e+03 1.330297e-18 6.061420e-19   0.000000
5.178161e+03 9.414577e-19 5.974396e-19   0.000000
5.178761e+03 8.261749e-21 5.969184e-19   0.000000
5.179361e+03 1.646544e-18 6.045559e-19   0.000000
5.179961e+03 1.761283e-18 6.074798e-19   0.000000
5.180562e+03 1.451657e-18 6.003537e-19   0.000000
5.181162e+03 1.028354e-18 5.943726e-19   0.000000
5.181762e+03 1.799333e-18 5.893041e-19   0.000000
5.182362e+03 2.394059e-18 5.906545e-19   0.000000
5.182962e+03        nan        nan   0.000000
5.183562e+03 1.186823e-18 5.669595e-19   0.000000
5.184162e+03 7.178730e-19 5.379385e-19   0.000000
5.184763e+03 2.155606e-18 5.283819e-19   0.000000
5.185363e+03 3.653217e-19 5.269574e-19   0.000000
5.185963e+03 7.952747e-19 5.531418e-19   0.000000
5.186563e+03 7.216331e-19 5.670598e-19   0.000000
5.187163e+03 1.715352e-18 5.727915e-19   0.000000
5.187763e+03 5.686329e-19 5.712977e-19   0.000000
5.188363e+03 5.471153e-19 6.232361e-19   0.000000
5.188963e+03 4.846413e-20 6.335068e-19   0.000000
5.189564e+03 2.353494e-18 5.885254e-19   0.000000
5.190164e+03 -2.379470e-19 5.763655e-19   0.000000
5.190764e+03 2.117506e-18 6.143476e-19   0.000000
5.191364e+03 8.738042e-19 5.951035e-19   0.000000
5.191964e+03 1.767136e-18 5.726846e-19   0.000000
5.192564e+03 1.414607e-18 5.634781e-19   0.000000
5.193164e+03 1.581793e-18 5.469303e-19   0.000000
5.193764e+03 7.666332e-19 5.354870e-19   0.000000
5.194365e+03 1.730024e-18 5.556645e-19   0.000000
5.194965e+03 9.681761e-19 5.661410e-19   0.000000
5.195565e+03 1.502227e-18 5.636321e-19   0.000000
5.196165e+03 1.386158e-18 5.482808e-19   0.000000
5.196765e+03 1.565879e-18 5.413356e-19   0.000000
5.197365e+03 9.554966e-19 5.452792e-19   0.000000
5.197965e+03 1.411362e-18 5.497945e-19   0.000000
5.198565e+03 5.117316e-19 6.015530e-19   0.000000
5.199166e+03 1.233380e-18 6.849703e-19   0.000000
5.199766e+03 -8.406689e-19 6.076309e-19   0.000000
5.200366e+03 7.884311e-19 5.537319e-19   0.000000
5.200966e+03 2.019967e-18 5.967423e-19   0.000000
5.201566e+03 1.227024e-18 6.265543e-19   0.000000
5.202166e+03 6.773417e-19 5.743403e-19   0.000000
5.202766e+03 9.104197e-20 5.403281e-19   0.000000
5.203366e+03 9.451514e-19 5.648380e-19   0.000000
5.203967e+03 9.725205e-19 6.420786e-19   0.000000
5.204567e+03 2.059423e-18 6.286666e-19   0.000000
5.205167e+03 2.378824e-18 5.413736e-19   0.000000
5.205767e+03 1.454663e-18 5.140409e-19   0.000000
5.206367e+03 -5.083754e-20 5.086178e-19   0.000000
5.206967e+03 1.866814e-18 5.147760e-19   0.000000
5.207567e+03 4.173362e-19 5.107182e-19   0.000000
5.208167e+03 5.468027e-19 5.245056e-19   0.000000
5.208768e+03 1.513314e-18 5.230668e-19   0.000000
5.209368e+03 1.618314e-18 5.259151e-19   0.000000
5.209968e+03 9.890886e-19 5.388099e-19   0.000000
5.210568e+03 2.802888e-18 5.362282e-19   0.000000
5.211168e+03 1.873772e-18 5.152817e-19   0.000000
5.211768e+03 8.246895e-19 5.194183e-19   0.000000
5.212368e+03 6.929213e-19 5.198224e-19   0.000000
5.212968e+03 2.295871e-18 5.211692e-19   0.000000
5.213569e+03 9.802487e-19 5.186192e-19   0.000000
5.214169e+03 8.516264e-19 5.183920e-19   0.000000
5.214769e+03 1.300055e-18 5.218320e-19   0.000000
5.215369e+03 1.392385e-18 5.191018e-19   0.000000
5.215969e+03 1.425292e-18 5.048563e-19   0.000000
5.216569e+03 1.150812e-18 4.976887e-19   0.000000
5.217169e+03 1.066321e-18 4.974744e-19   0.000000
5.217770e+03 1.497448e-18 5.106542e-19   0.000000
5.218370e+03 1.276797e-18 5.412071e-19   0.000000
5.218970e+03 3.777718e-19 5.309696e-19   0.000000
5.219570e+03 1.679374e-18 5.188038e-19   0.000000
5.220170e+03 4.920127e-19 5.115606e-19   0.000000
5.220770e+03 8.569805e-19 5.171368e-19   0.000000
5.221370e+03 1.140343e-18 5.160120e-19   0.000000
5.221970e+03 2.221743e-18 5.184228e-19   0.000000
5.222571e+03 1.593074e-18 5.117202e-19   0.000000
5.223171e+03 1.510685e-18 5.026073e-19   0.000000
5.223771e+03 1.069440e-18 5.048425e-19   0.000000
5.224371e+03 6.896713e-19 5.129218e-19   0.000000
5.224971e+03 7.353886e-19 5.826595e-19   0.000000
5.225571e+03 1.084672e-18 5.975512e-19   0.000000
5.226171e+03 1.507219e-18 5.081940e-19   0.000000
5.226771e+03 9.358875e-20 4.775710e-19   0.000000
5.227372e+03 4.866421e-19 4.804533e-19   0.000000
5.227972e+03 1.605613e-18 4.712278e-19   0.000000
5.228572e+03 1.429882e-18 4.772145e-19   0.000000
5.229172e+03 1.500865e-18 4.908104e-19   0.000000
5.229772e+03 4.345466e-19 4.831032e-19   0.000000
5.230372e+03 1.776316e-18 4.897138e-19   0.000000
5.230972e+03 8.032719e-20 4.785074e-19   0.000000
5.231572e+03 1.181197e-18 4.930706e-19   0.000000
5.232173e+03 7.051171e-19 4.971966e-19   0.000000
5.232773e+03 1.776138e-18 5.194774e-19   0.000000
5.233373e+03 2.045411e-18 5.331627e-19   0.000000
5.233973e+03 4.281727e-19 4.833986e-19   0.000000
5.234573e+03 2.916638e-19 4.635906e-19   0.000000
5.235173e+03 1.626722e-18 4.757951e-19   0.000000
5.235773e+03 1.329579e-18 4.783861e-19   0.000000
5.236373e+03 1.174202e-18 4.792997e-19   0.000000
5.236974e+03 2.968456e-19 4.794790e-19   0.000000
5.237574e+03 4.833198e-19 4.868315e-19   0.000000
5.238174e+03 -8.707533e-19 4.716960e-19   0.000000
5.238774e+03 3.144819e-19 4.819644e-19   0.000000
5.239374e+03 1.801365e-18 5.431264e-19   0.000000
5.239974e+03 3.167495e-19 6.082390e-19   0.000000
5.240574e+03 8.542664e-19 5.395632e-19   0.000000
5.241174e+03 7.013090e-19 4.723301e-19   0.000000
5.241775e+03 8.916554e-19 4.752395e-19   0.000000
5.242375e+03 1.614376e-18 4.890886e-19   0.000000
5.242975e+03 1.727004e-18 4.826910e-19   0.000000
5.243575e+03 1.344357e-18 4.715722e-19   0.000000
5.244175e+03 9.800920e-19 4.656581e-19   0.000000
5.244775e+03 5.234854e-19 4.637887e-19   0.000000
5.245375e+03 2.234740e-18 4.747954e-19   0.000000
5.245975e+03 -7.193903e-19 4.643862e-19   0.000000
5.246576e+03 9.325588e-19 4.735677e-19   0.000000
5.247176e+03 1.126383e-18 4.659149e-19   0.000000
5.247776e+03 1.537575e-18 4.650728e-19   0.000000
5.248376e+03 1.009400e-18 4.639013e-19   0.000000
5.248976e+03 1.368045e-18 4.719148e-19   0.000000
5.249576e+03 9.447439e-19 4.730157e-19   0.000000
5.250176e+03 8.247867e-19 4.711416e-19   0.000000
5.250777e+03 5.636297e-20 4.992269e-19   0.000000
5.251377e+03 1.215650e-18 5.026886e-19   0.000000
5.251977e+03 1.003629e-18 4.640140e-19   0.000000
5.252577e+03 1.345703e-18 4.609261e-19   0.000000
5.253177e+03 1.217810e-18 4.623108e-19   0.000000
5.253777e+03 1.540483e-18 4.635641e-19   0.000000
5.254377e+03 1.215601e-18 4.659422e-19   0.000000
5.254977e+03 1.618354e-18 4.743676e-19   0.000000
5.255578e+03 8.184126e-19 4.784424e-19   0.000000
5.256178e+03 8.151284e-19 4.670665e-19   0.000000
5.256778e+03 8.682394e-19 5.267906e-19   0.000000
5.257378e+03 7.152178e-19 5.889296e-19   0.000000
5.257978e+03 1.966592e-18 5.298459e-19   0.000000
5.258578e+03 1.015490e-18 4.705549e-19   0.000000
5.259178e+03 9.482484e-19 4.627726e-19   0.000000
5.259778e+03 8.306529e-19 4.628570e-19   0.000000
5.260379e+03 5.763881e-19 4.617192e-19   0.000000
5.260979e+03 5.546435e-19 4.611143e-19   0.000000
5.261579e+03 -7.537765e-19 4.518360e-19   0.000000
5.262179e+03 1.235756e-18 4.602659e-19   0.000000
5.262779e+03 1.781486e-18 4.504228e-19   0.000000
5.263379e+03 2.563530e-19 4.378225e-19   0.000000
5.263979e+03 1.125653e-18 4.441750e-19   0.000000
5.264579e+03 2.174539e-18 4.481894e-19   0.000000
5.265180e+03 5.589144e-19 4.355593e-19   0.000000
5.265780e+03 1.867697e-18 4.427061e-19   0.000000
5.266380e+03 1.623764e-18 4.391788e-19   0.000000
5.266980e+03 8.953847e-19 4.311874e-19   0.000000
5.267580e+03 2.306163e-18 4.336977e-19   0.000000
5.268180e+03 1.048715e-18 4.418240e-19   0.000000
5.268780e+03 2.109643e-18 4.540363e-19   0.000000
5.269380e+03 2.219778e-19 4.473071e-19   0.000000
5.269981e+03 1.481131e-18 4.402778e-19   0.000000
5.270581e+03 1.299842e-18 4.239514e-19   0.000000
5.271181e+03 1.052125e-18 4.355079e-19   0.000000
5.271781e+03 4.386148e-19 4.666750e-19   0.000000
5.272381e+03 8.421737e-19 4.586324e-19   0.000000
5.272981e+03 1.485814e-18 4.499652e-19   0.000000
5.273581e+03 1.680744e-18 4.516091e-19   0.000000
5.274181e+03 2.714798e-19 4.355019e-19   0.000000
5.274782e+03 9.161371e-19 4.414153e-19   0.000000
5.275382e+03 1.217091e-18 4.567912e-19   0.000000
5.275982e+03 9.717212e-19 4.773319e-19   0.000000
5.276582e+03 2.188391e-18 4.854158e-19   0.000000
5.277182e+03 9.384939e-19 5.081071e-19   0.000000
5.277782e+03 1.401141e-18 5.161157e-19   0.000000
5.278382e+03 1.293954e-18 4.643487e-19   0.000000
5.278982e+03 -1.541280e-19 4.479828e-19   0.000000
5.279583e+03 2.232642e-18 4.561580e-19   0.000000
5.280183e+03 8.090506e-19 4.511654e-19   0.000000
5.280783e+03 7.801244e-19 4.545804e-19   0.000000
5.281383e+03 8.088569e-19 4.557433e-19   0.000000
5.281983e+03 1.255178e-18 4.497473e-19   0.000000
5.282583e+03 1.069428e-18 4.427179e-19   0.000000
5.283183e+03 1.211020e-18 4.411396e-19   0.000000
5.283784e+03 1.081307e-18 4.481590e-19   0.000000
5.284384e+03 1.261168e-18 4.427917e-19   0.000000
5.284984e+03 1.174347e-18 4.322879e-19   0.000000
5.285584e+03 8.474127e-19 4.361451e-19   0.000000
5.286184e+03 1.459016e-18 4.457156e-19   0.000000
5.286784e+03 8.702003e-19 4.506709e-19   0.000000
5.287384e+03 1.569208e-18 4.548472e-19   0.000000
5.287984e+03 1.251514e-18 4.538702e-19   0.000000
5.288585e+03        nan        nan   0.000000
5.289185e+03 1.074535e-18 4.542647e-19   0.000000
5.289785e+03 1.161309e-18 4.495621e-19   0.000000
5.290385e+03 1.689500e-18 4.513704e-19   0.000000
5.290985e+03 1.171962e-18 4.479714e-19   0.000000
5.291585e+03 1.838510e-18 4.528502e-19   0.000000
5.292185e+03 -4.976347e-19 4.551108e-19   0.000000
5.292785e+03 8.964975e-19 4.589982e-19   0.000000
5.293386e+03 1.323677e-19 4.445311e-19   0.000000
5.293986e+03 1.214311e-18 4.454175e-19   0.000000
5.294586e+03 1.319202e-18 4.570225e-19   0.000000
5.295186e+03 1.066255e-18 4.745750e-19   0.000000
5.295786e+03 1.164378e-18 4.694996e-19   0.000000
5.296386e+03 1.132862e-18 4.559193e-19   0.000000
5.296986e+03 2.700736e-19 4.454682e-19   0.000000
5.297586e+03 1.461269e-18 4.465249e-19   0.000000
5.298187e+03 6.888542e-19 4.325625e-19   0.000000
5.298787e+03 1.299116e-18 4.370122e-19   0.000000
5.299387e+03 2.079312e-19 4.578578e-19   0.000000
5.299987e+03 2.266421e-19 4.967124e-19   0.000000
5.300587e+03 1.286695e-18 5.047570e-19   0.000000
5.301187e+03 1.238943e-18 4.686412e-19   0.000000
5.301787e+03 9.182830e-19 4.427064e-19   0.000000
5.302387e+03 8.850241e-19 4.474439e-19   0.000000
5.302988e+03 4.634569e-19 4.477158e-19   0.000000
5.303588e+03 6.754882e-19 4.498777e-19   0.000000
5.304188e+03 6.312264e-21 4.560976e-19   0.000000
5.304788e+03 8.004048e-19 4.573067e-19   0.000000
5.305388e+03 8.900375e-19 4.594843e-19   0.000000
5.305988e+03 8.574176e-19 4.587910e-19   0.000000
5.306588e+03 5.828471e-19 4.586240e-19   0.000000
5.307188e+03 1.198203e-18 4.657336e-19   0.000000
5.307789e+03 1.266511e-18 4.708001e-19   0.000000
5.308389e+03 2.038808e-18 4.644681e-19   0.000000
5.308989e+03 8.681079e-19 4.567142e-19   0.000000
5.309589e+03 1.090378e-18 4.643786e-19   0.000000
5.310189e+03 -4.011437e-19 4.574812e-19   0.000000
5.310789e+03 1.601990e-18 4.600921e-19   0.000000
5.311389e+03 1.407650e-18 4.559188e-19   0.000000
5.311990e+03 2.588639e-18 4.588144e-19   0.000000
5.312590e+03 1.740717e-18 4.693650e-19   0.000000
5.313190e+03 1.971966e-18 4.715755e-19   0.000000
5.313790e+03 -2.380180e-19 4.749084e-19   0.000000
5.314390e+03 1.292328e-18 5.047681e-19   0.000000
5.314990e+03 1.437800e-18 5.099853e-19   0.000000
5.315590e+03 6.627328e-19 5.087897e-19   0.000000
5.316190e+03 1.479190e-18 4.653614e-19   0.000000
5.316791e+03 2.034104e-18 4.556924e-19   0.000000
5.317391e+03 6.099429e-19 4.471735e-19   0.000000
5.317991e+03 1.585872e-18 4.582021e-19   0.000000
5.318591e+03 1.315307e-18 4.675145e-19   0.000000
5.319191e+03 1.457379e-18 4.708249e-19   0.000000
5.319791e+03 7.576205e-19 4.623805e-19   0.000000
5.320391e+03 6.360958e-19 4.579105e-19   0.000000
5.320991e+03 1.571301e-18 4.633020e-19   0.000000
5.321592e+03 4.145166e-19 4.699001e-19   0.000000
5.322192e+03 -1.601586e-19 4.627489e-19   0.000000
5.322792e+03 1.324694e-18 4.605751e-19   0.000000
